date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:30:33	169/169	---M--	200	added ('OK')	text/plain	etag:%223e17bd-a9-529052fcb9640%22	http://www.alcancelibre.org/robots.txt		(from )
17:30:33	26270/26270	---MC-	200	added ('OK')	text/html	date:Tue,%2026%20Feb%202019%2016:30:26%20GMT	http://www.alcancelibre.org/staticpages/index.php/como-dpkg	C:/Users/Jorge/Desktop/dpkg/dpkg/www.alcancelibre.org/staticpages/index.php/como-dpkg.html	(from )
17:30:33	896/896	---M--	200	added ('OK')	image/png	etag:%224a10b4-380-517c754408ac0%22	http://www.alcancelibre.org/layout/quetzal_al/images/favicon.png	C:/Users/Jorge/Desktop/dpkg/dpkg/www.alcancelibre.org/layout/quetzal_al/images/favicon.png	(from http://www.alcancelibre.org/staticpages/index.php/como-dpkg)
17:30:33	226/226	---M--	200	added ('OK')	text/css	etag:%224a0f25-e2-517c74e1ce300%22	http://www.alcancelibre.org/layout/quetzal_al/css/font_api.css	C:/Users/Jorge/Desktop/dpkg/dpkg/www.alcancelibre.org/layout/quetzal_al/css/font_api.css	(from http://www.alcancelibre.org/staticpages/index.php/como-dpkg)
17:30:34	2008/2008	---M--	200	added ('OK')	text/css	etag:%224a11ff-7d8-517a02051ef00%22	http://www.alcancelibre.org/layout/quetzal_al/style.css	C:/Users/Jorge/Desktop/dpkg/dpkg/www.alcancelibre.org/layout/quetzal_al/style.css	(from http://www.alcancelibre.org/staticpages/index.php/como-dpkg)
17:30:34	3087/3087	---M--	200	added ('OK')	text/css	etag:%22480f76-c0f-50fff25def880%22	http://www.alcancelibre.org/forum/css/quetzal_al/forum.css	C:/Users/Jorge/Desktop/dpkg/dpkg/www.alcancelibre.org/forum/css/quetzal_al/forum.css	(from http://www.alcancelibre.org/staticpages/index.php/como-dpkg)
17:30:35	1262/1262	---M--	200	added ('OK')	text/css	etag:%224a008b-4ee-552a14a945280%22	http://www.alcancelibre.org/polls/css/default/style.css	C:/Users/Jorge/Desktop/dpkg/dpkg/www.alcancelibre.org/polls/css/default/style.css	(from http://www.alcancelibre.org/staticpages/index.php/como-dpkg)
17:30:35	299/299	---M--	200	added ('OK')	text/css	etag:%223e16cc-12b-4f0f6b79d4100%22	http://www.alcancelibre.org/captcha/style.css	C:/Users/Jorge/Desktop/dpkg/dpkg/www.alcancelibre.org/captcha/style.css	(from http://www.alcancelibre.org/staticpages/index.php/como-dpkg)
